  194.37,    6.00
  194.64,    6.00
  194.91,    6.00
  195.18,   -0.26
  195.45,   -1.38
  195.72,   -0.03
  195.99,   -0.16
  196.26,   -0.34
  196.53,   -0.40
  196.80,   -0.24
  197.07,   -0.06
  197.34,    0.04
  197.61,    0.03
  197.87,    0.06
  198.14,    0.01
  198.41,    0.06
  198.68,    0.07
  198.95,    0.09
  199.22,    0.07
  199.49,    0.06
  199.76,    0.02
  200.03,    0.03
  200.30,    0.02
  200.57,    0.02
  200.83,    0.04
  201.10,    0.04
  201.37,    0.03
  201.64,    0.03
  201.91,    0.02
  202.18,    0.04
  202.45,    0.07
  202.72,    0.06
  202.98,    0.05
  203.25,    0.05
  203.52,    0.07
  203.79,    0.06
  204.06,    0.07
  204.33,    0.09
  204.60,    0.09
  204.87,    0.09
  205.13,    0.10
  205.40,    0.09
  205.67,    0.11
  205.94,    0.12
  206.21,    0.13
  206.48,    0.12
  206.75,    0.12
  207.01,    0.12
  207.28,    0.12
  207.55,    0.13
  207.82,    0.13
  208.09,    0.10
  208.36,    0.10
  208.63,    0.10
  208.89,    0.09
  209.16,    0.08
  209.43,    0.08
  209.70,    0.08
  209.97,    0.09
  210.24,    0.06
  210.50,    0.05
  210.77,    0.06
  211.04,    0.08
  211.31,    0.07
  211.58,    0.08
  211.85,    0.05
  212.11,    0.05
  212.38,    0.05
  212.65,    0.01
  212.92,    0.01
  213.19,    0.03
  213.45,    0.03
  213.72,    0.03
  213.99,    0.03
  214.26,    0.00
  214.53,   -0.00
  214.79,    0.03
  215.06,    0.04
  215.33,    0.06
  215.60,    0.08
  215.87,    0.07
  216.13,    0.07
  216.40,    0.08
  216.67,    0.11
  216.94,    0.11
  217.21,    0.12
  217.47,    0.12
  217.74,    0.07
  218.01,    0.07
  218.28,    0.08
  218.55,    0.10
  218.81,    0.10
  219.08,    0.11
  219.35,    0.11
  219.62,    0.09
  219.88,    0.08
  220.15,    0.10
  220.42,    0.12
  220.69,    0.11
  220.95,    0.11
  221.22,    0.10
  221.49,    0.10
  221.76,    0.10
  222.03,    0.10
  222.29,    0.09
  222.56,    0.08
  222.83,    0.08
  223.10,    0.06
  223.36,    0.05
  223.63,    0.09
  223.90,    0.09
  224.17,    0.08
  224.43,    0.05
  224.70,    0.05
  224.97,    0.04
  225.23,    0.06
  225.50,    0.08
  225.77,    0.07
  226.04,    0.09
  226.30,    0.08
  226.57,    0.06
  226.84,    0.06
  227.11,    0.07
  227.37,    0.08
  227.64,    0.09
  227.91,    0.08
  228.17,    0.07
  228.44,    0.07
  228.71,    0.08
  228.98,    0.07
  229.24,    0.08
  229.51,    0.10
  229.78,    0.10
  230.04,    0.09
  230.31,    0.09
  230.58,    0.09
  230.85,    0.09
  231.11,    0.09
  231.38,    0.10
  231.65,    0.09
  231.91,    0.09
  232.18,    0.09
  232.45,    0.09
  232.71,    0.10
  232.98,    0.11
  233.25,    0.13
  233.51,    0.15
  233.78,    0.17
  234.05,    0.19
  234.31,    0.21
  234.58,    0.25
  234.85,    0.28
  235.11,    0.31
  235.38,    0.33
  235.65,    0.36
  235.91,    0.38
  236.18,    0.40
  236.45,    0.42
  236.71,    0.44
  236.98,    0.46
  237.25,    0.47
  237.51,    0.49
  237.78,    0.50
  238.05,    0.51
  238.31,    0.53
  238.58,    0.54
  238.85,    0.55
  239.11,    0.56
  239.38,    0.57
  239.65,    0.58
  239.91,    0.58
  240.18,    0.59
  240.45,    0.60
  240.71,    0.61
  240.98,    0.61
  241.24,    0.61
  241.51,    0.62
  241.78,    0.61
  242.04,    0.61
  242.31,    0.62
  242.58,    0.62
  242.84,    0.61
  243.11,    0.61
  243.37,    0.60
  243.64,    0.60
  243.91,    0.59
  244.17,    0.58
  244.44,    0.57
  244.70,    0.56
  244.97,    0.55
  245.24,    0.54
  245.50,    0.52
  245.77,    0.51
  246.03,    0.49
  246.30,    0.48
  246.57,    0.46
  246.83,    0.45
  247.10,    0.43
  247.36,    0.42
  247.63,    0.41
  247.90,    0.40
  248.16,    0.38
  248.43,    0.37
  248.69,    0.36
  248.96,    0.35
  249.23,    0.35
  249.49,    0.34
  249.76,    0.33
  250.02,    0.33
  250.29,    0.32
  250.55,    0.32
  250.82,    0.32
  251.09,    0.31
  251.35,    0.31
  251.62,    0.30
  251.88,    0.30
  252.15,    0.30
  252.41,    0.29
  252.68,    0.29
  252.94,    0.29
  253.21,    0.29
  253.48,    0.28
  253.74,    0.28
  254.01,    0.28
  254.27,    0.27
  254.54,    0.27
  254.80,    0.27
  255.07,    0.27
  255.33,    0.26
  255.60,    0.26
  255.86,    0.26
  256.13,    0.26
  256.40,    0.26
  256.66,    0.25
  256.93,    0.25
  257.19,    0.25
  257.46,    0.25
  257.72,    0.25
  257.99,    0.25
  258.25,    0.25
  258.52,    0.25
  258.78,    0.25
  259.05,    0.25
  259.31,    0.25
  259.58,    0.26
  259.84,    0.26
  260.11,    0.26
  260.37,    0.26
  260.64,    0.26
  260.90,    0.26
  261.17,    0.27
  261.43,    0.27
  261.70,    0.27
  261.96,    0.27
  262.23,    0.27
  262.49,    0.28
  262.76,    0.28
  263.02,    0.28
  263.29,    0.28
  263.55,    0.29
  263.82,    0.29
  264.08,    0.30
  264.35,    0.30
  264.61,    0.31
  264.88,    0.32
  265.14,    0.33
